"Item_Number","Name","Year","Theme","Subtheme","Pieces","Minifigures","Image_URL","GBP_MSRP","USD_MSRP","CAD_MSRP","EUR_MSRP","Packaging","Availability"
"44021","SPLITTER Beast vs. FURNO & EVO",2014,"HERO Factory","",108,2,"http://www.1000steine.com/brickset/images/44021-1.jpg",17.99,19.99,24.99,19.99,"Other","Retail"
"44022","EVO XL Machine",2014,"HERO Factory","",193,3,"http://www.1000steine.com/brickset/images/44022-1.jpg",19.99,24.99,29.99,24.99,"Other","Retail"
"44023","ROCKA Crawler",2014,"HERO Factory","",49,2,"http://www.1000steine.com/brickset/images/44023-1.jpg",8.99,9.99,11.99,9.99,"Foil pack","Retail"
"44024","TUNNELER Beast vs. SURGE",2014,"HERO Factory","",59,1,"http://www.1000steine.com/brickset/images/44024-1.jpg",8.99,9.99,11.99,9.99,"Foil pack","Retail"
"44025","BULK Drill Machine",2014,"HERO Factory","",113,NA,"http://www.1000steine.com/brickset/images/44025-1.jpg",12.99,14.99,17.99,14.99,"Foil pack","Retail"
"44026","CRYSTAL Beast vs. BULK",2014,"HERO Factory","",83,NA,"http://www.1000steine.com/brickset/images/44026-1.jpg",12.99,14.99,17.99,14.99,"Foil pack","Retail"
"44027","BREEZ Flea Machine",2014,"HERO Factory","",102,NA,"http://www.1000steine.com/brickset/images/44027-1.jpg",12.99,14.99,17.99,14.99,"Foil pack","Retail"
"44028","SURGE & ROCKA Combat Machine",2014,"HERO Factory","",188,NA,"http://www.1000steine.com/brickset/images/44028-1.jpg",24.99,24.99,29.99,29.99,"Box","Retail"
"44029","QUEEN Beast vs. FURNO, EVO & STORMER",2014,"HERO Factory","",218,NA,"http://www.1000steine.com/brickset/images/44029-1.jpg",34.99,34.99,44.99,39.99,"Box","Retail"
"5002126","Martian Manhunter ",2014,"DC Comics Super Heroes","",4,1,"http://www.1000steine.com/brickset/images/5002126-1.jpg",0,0,NA,0,"Polybag","Promotional"
"5003096","City Fire Collection",2014,"City","Virtual Product Collection",795,NA,"http://www.1000steine.com/brickset/images/5003096-1.jpg",NA,114.98,137.98,NA,"Not specified","Not specified"
"5003097","Friends Collection 1",2014,"Friends","Product Collection",412,NA,"http://www.1000steine.com/brickset/images/5003097-1.jpg",NA,57.97,68.97,NA,"Not specified","Not specified"
"5003588","Fairground Mixer Collection",2014,"Advanced Models","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003588-1.jpg",134.99,170.49,207.99,NA,"Not specified","LEGO exclusive"
"5003799","Mixels Series 1 Collection",2014,"Mixels","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003799-1.jpg",NA,44.91,53.91,NA,"Not specified","Not specified"
"5003801","Mixels Red Collection",2014,"Mixels","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003801-1.jpg",NA,14.99,17.99,NA,"Not specified","Not specified"
"5003802","Mixels Gray Collection",2014,"Mixels","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003802-1.jpg",NA,14.99,17.99,NA,"Not specified","Not specified"
"5003803","Mixels Yellow Collection",2014,"Mixels","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003803-1.jpg",NA,14.99,17.99,NA,"Not specified","Not specified"
"5003808","Mixels Collection #2",2014,"Mixels","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003808-1.jpg",NA,44.91,53.91,NA,"Not specified","Not specified"
"5003809","Mixels Blue Collection",2014,"Mixels","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003809-1.jpg",NA,14.99,17.99,NA,"Not specified","Not specified"
"5003810","Mixels Brown Collection",2014,"Mixels","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003810-1.jpg",NA,14.99,17.99,NA,"Not specified","Not specified"
"5003811","Mixels Orange Collection",2014,"Mixels","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003811-1.jpg",NA,14.99,17.99,NA,"Not specified","Not specified"
"5003828","Marvel Super Heroes Collection",2014,"Marvel Super Heroes","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003828-1.jpg",NA,134.96,164.96,NA,"Not specified","Not specified"
"5003832","Combo Model Collection 2",2014,"HERO Factory","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003832-1.jpg",NA,54.96,65.96,NA,"Not specified","Not specified"
"5003833","Friends Kit",2014,"Friends","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003833-1.jpg",NA,89.96,115.96,NA,"Not specified","Not specified"
"5003835","Microfighters Collection",2014,"Star Wars","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003835-1.jpg",53.94,59.94,77.94,NA,"Not specified","Not specified"
"5003836","Creator Kit",2014,"Creator","Virtual Product Collection",714,NA,"http://www.1000steine.com/brickset/images/5003836-1.jpg",NA,68.96,81.96,NA,"Not specified","Not specified"
"5003838","Chima Legend Beasts Collection",2014,"Legends Of Chima","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003838-1.jpg",NA,49.95,64.95,NA,"Not specified","Not specified"
"5003839","Legends of Chima Speedorz Collection",2014,"Legends Of Chima","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003839-1.jpg",NA,51.96,71.96,NA,"Not specified","Not specified"
"5003840","Combo Model Collection 1",2014,"HERO Factory","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5003840-1.jpg",NA,44.97,54.97,NA,"Not specified","Not specified"
"5004189","Arctic Collection",2014,"City","Virtual Product Collection",419,NA,"http://www.1000steine.com/brickset/images/5004189-1.jpg",NA,61.97,76.97,NA,"Not specified","Not specified"
"5004190","Vehicles Collection",2014,"Creator","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004190-1.jpg",NA,59.98,79.98,NA,"Not specified","Not specified"
"5004191","Guardians of the Galaxy Collection",2014,"Marvel Super Heroes","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004191-1.jpg",NA,184.96,224.96,NA,"Not specified","Not specified"
"5004192","Minecraft Collection",2014,"Minecraft","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004192-1.jpg",NA,139.96,179.96,NA,"Not specified","Not specified"
"5004193","Technic Collection",2014,"Technic","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004193-1.jpg",NA,39.98,49.98,NA,"Not specified","Not specified"
"5004229","Great Vehicles Collection",2014,"Star Wars","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004229-1.jpg",79.96,NA,NA,NA,"Not specified","Not specified"
"5004239","Teenage Mutant Ninja Turtles Collection",2014,"Teenage Mutant Ninja Turtles","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004239-1.jpg",NA,209.97,259.97,NA,"Not specified","Not specified"
"5004240","Chima Fire SPEEDORZ Collection",2014,"Legends of Chima","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004240-1.jpg",NA,38.97,53.97,NA,"Not specified","Not specified"
"5004241","DUPLO Collection",2014,"Duplo","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004241-1.jpg",NA,94.97,94.97,NA,"Not specified","Not specified"
"5004242","Friends Ultimate Jungle Collection",2014,"Friends","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004242-1.jpg",NA,124.96,152.96,NA,"Not specified","Not specified"
"5004243","Star Wars Classic Collection",2014,"Star Wars","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004243-1.jpg",NA,NA,469.95,NA,"Not specified","Not specified"
"5004245","DC Comics Super Heroes Collection",2014,"DC Comics Super Heroes","Virtual Product Collection",NA,NA,"http://www.1000steine.com/brickset/images/5004245-1.jpg",NA,79.98,79.98,NA,"Not specified","Not specified"
"60032","Arctic Snowmobile",2014,"City","Arctic",44,1,"http://www.1000steine.com/brickset/images/60032-1.jpg",4.99,6.99,8.99,5.99,"Box","Retail"
"60033","Arctic Ice Crawler",2014,"City","Arctic",113,1,"http://www.1000steine.com/brickset/images/60033-1.jpg",9.99,14.99,17.99,14.99,"Box","Retail"
"60034","Arctic Helicrane",2014,"City","Arctic",262,2,"http://www.1000steine.com/brickset/images/60034-1.jpg",24.99,39.99,49.99,29.99,"Box","Retail"
"60035","Arctic Outpost",2014,"City","Arctic",374,3,"http://www.1000steine.com/brickset/images/60035-1.jpg",34.99,49.99,59.99,39.99,"Box","Retail"
"60036","Arctic Base Camp",2014,"City","Arctic",733,7,"http://www.1000steine.com/brickset/images/60036-1.jpg",69.99,89.99,109.99,89.99,"Box","Retail"
"60041","Crook Pursuit",2014,"City","Police",38,2,"http://www.1000steine.com/brickset/images/60041-1.jpg",4.99,6.99,8.99,5.99,"Box","Retail"
"60042","High Speed Police Chase",2014,"City","Police",110,3,"http://www.1000steine.com/brickset/images/60042-1.jpg",12.99,19.99,24.99,14.99,"Box","Retail"
"60043","Prisoner Transporter",2014,"City","Police",196,3,"http://www.1000steine.com/brickset/images/60043-1.jpg",17.99,24.99,29.99,19.99,"Box","Retail"
"60044","Mobile Police Unit",2014,"City","Police",375,3,"http://www.1000steine.com/brickset/images/60044-1.jpg",29.99,44.99,59.99,29.99,"Box","Retail"
"60045","Police Patrol",2014,"City","Police",408,3,"http://www.1000steine.com/brickset/images/60045-1.jpg",39.99,44.99,59.99,39.99,"Box","Retail"
"60046","Helicopter Surveillance",2014,"City","Police",528,5,"http://www.1000steine.com/brickset/images/60046-1.jpg",49.99,74.99,89.99,59.99,"Box","Retail"
"60047","Police Station",2014,"City","Police",854,7,"http://www.1000steine.com/brickset/images/60047-1.jpg",79.99,99.99,119.99,99.99,"Box","Retail"
"60048","Police Dog Unit",2014,"City","Police",249,3,"http://www.1000steine.com/brickset/images/60048-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail - limited"
"60049","Helicopter Transporter",2014,"City","Police",382,4,"http://www.1000steine.com/brickset/images/60049-1.jpg",34.99,44.99,54.99,39.99,"Box","Retail - limited"
"60050","Train Station",2014,"City","Trains",423,5,"http://www.1000steine.com/brickset/images/60050-1.jpg",49.99,64.99,79.99,49.99,"Box","Retail"
"60051","High-Speed Passenger Train",2014,"City","Trains",610,NA,"http://www.1000steine.com/brickset/images/60051-1.jpg",99.99,149.99,169.99,119.99,"Box","Retail"
"60052","Cargo Train",2014,"City","Trains",888,4,"http://www.1000steine.com/brickset/images/60052-1.jpg",139.99,199.99,229.99,179.99,"Box","Retail"
"60053","Race Car",2014,"City","Traffic",100,1,"http://www.1000steine.com/brickset/images/60053-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"60054","Light Repair Truck",2014,"City","Traffic",95,1,"http://www.1000steine.com/brickset/images/60054-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"60055","Monster Truck",2014,"City","Traffic",78,1,"http://www.1000steine.com/brickset/images/60055-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"60056","Tow Truck",2014,"City","Traffic",227,1,"http://www.1000steine.com/brickset/images/60056-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"60057","Camper Van",2014,"City","Traffic",195,2,"http://www.1000steine.com/brickset/images/60057-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"60058","SUV with Watercraft",2014,"City","Traffic",219,2,"http://www.1000steine.com/brickset/images/60058-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"60059","Logging Truck",2014,"City","Traffic",228,2,"http://www.1000steine.com/brickset/images/60059-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"60060","Auto Transporter",2014,"City","Traffic",350,2,"http://www.1000steine.com/brickset/images/60060-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"60061","Airport Fire Truck",2014,"City","Traffic",326,2,"http://www.1000steine.com/brickset/images/60061-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"60062","Arctic Icebreaker",2014,"City","Arctic",717,NA,"http://www.1000steine.com/brickset/images/60062-1.jpg",79.99,129.99,149.99,99.99,"Box","Retail - limited"
"60063","City Advent Calendar",2014,"City","Seasonal",218,NA,"http://www.1000steine.com/brickset/images/60063-1.jpg",NA,29.99,NA,NA,"Box","Retail - limited"
"60064","Arctic Supply Plane",2014,"City","Arctic",374,3,"http://www.1000steine.com/brickset/images/60064-1.jpg",49.99,49.99,59.99,49.99,"Box","Retail - limited"
"66512","Rebels Co-Pack",2014,"Star Wars","Product Collection",1163,NA,"http://www.1000steine.com/brickset/images/66512-1.jpg",NA,109.99,NA,NA,"Box","Retail - limited"
"70123","Lion Legend Beast",2014,"Legends Of Chima","Legend Beasts",120,1,"http://www.1000steine.com/brickset/images/70123-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"70124","Eagle Legend Beast",2014,"Legends Of Chima","Legend Beasts",104,1,"http://www.1000steine.com/brickset/images/70124-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"70125","Gorilla Legend Beast",2014,"Legends Of Chima","Legend Beasts",106,1,"http://www.1000steine.com/brickset/images/70125-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"70126","Crocodile Legend Beast",2014,"Legends Of Chima","Legend Beasts",121,1,"http://www.1000steine.com/brickset/images/70126-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"70127","Wolf Legend Beast",2014,"Legends Of Chima","Legend Beasts",110,1,"http://www.1000steine.com/brickset/images/70127-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"70128","Braptor's Wing Striker",2014,"Legends Of Chima","",146,2,"http://www.1000steine.com/brickset/images/70128-1.jpg",12.99,14.99,17.99,14.99,"Box","Retail"
"70129","Lavertus' Twin Blade",2014,"Legends Of Chima","",183,2,"http://www.1000steine.com/brickset/images/70129-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"70130","Sparratus' Spider Stalker",2014,"Legends Of Chima","",292,2,"http://www.1000steine.com/brickset/images/70130-1.jpg",17.99,24.99,29.99,24.99,"Box","Retail"
"70131","Rogon's Rock Flinger",2014,"Legends Of Chima","",257,3,"http://www.1000steine.com/brickset/images/70131-1.jpg",24.99,29.99,39.99,32.99,"Box","Retail"
"70132","Scorm's Scorpion Stinger",2014,"Legends Of Chima","",434,3,"http://www.1000steine.com/brickset/images/70132-1.jpg",34.99,39.99,49.99,39.99,"Box","Retail"
"70133","Spinlyn's Cavern",2014,"Legends Of Chima","",407,3,"http://www.1000steine.com/brickset/images/70133-1.jpg",34.99,39.99,49.99,39.99,"Box","Retail - limited"
"70134","Lavertus' Outland Base",2014,"Legends Of Chima","",684,4,"http://www.1000steine.com/brickset/images/70134-1.jpg",49.99,59.99,74.99,59.99,"Box","Retail"
"70135","Cragger's Fire Striker",2014,"Legends Of Chima","",380,3,"http://www.1000steine.com/brickset/images/70135-1.jpg",34.99,39.99,49.99,39.99,"Box","Retail"
"70136","Banana Bash",2014,"Legends Of Chima","Speedorz",120,1,"http://www.1000steine.com/brickset/images/70136-1.jpg",9.99,12.99,17.99,14.99,"Box with backing card","Retail"
"70137","Bat Strike",2014,"Legends Of Chima","Speedorz",97,1,"http://www.1000steine.com/brickset/images/70137-1.jpg",9.99,12.99,17.99,14.99,"Box with backing card","Retail"
"70138","Web Dash",2014,"Legends Of Chima","Speedorz",78,1,"http://www.1000steine.com/brickset/images/70138-1.jpg",9.99,12.99,17.99,14.99,"Box with backing card","Retail"
"70139","Sky Launch",2014,"Legends Of Chima","Speedorz",111,1,"http://www.1000steine.com/brickset/images/70139-1.jpg",9.99,12.99,17.99,14.99,"Box with backing card","Retail"
"70140","Stinger Duel",2014,"Legends Of Chima","Speedorz",85,2,"http://www.1000steine.com/brickset/images/70140-1.jpg",14.99,19.99,24.99,19.99,"Box with backing card","Retail"
"70141","Vardy's Ice Vulture Glider",2014,"Legends Of Chima","",217,2,"http://www.1000steine.com/brickset/images/70141-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"70142","Eris' Fire Eagle Flyer",2014,"Legends Of Chima","",330,3,"http://www.1000steine.com/brickset/images/70142-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"70143","Sir Fangar's Sabre-Tooth Walker",2014,"Legends Of Chima","",415,3,"http://www.1000steine.com/brickset/images/70143-1.jpg",34.99,39.99,49.99,39.99,"Box","Retail"
"70144","Laval's Fire Lion",2014,"Legends Of Chima","",450,3,"http://www.1000steine.com/brickset/images/70144-1.jpg",39.99,49.99,59.99,49.99,"Box","Retail"
"70145","Maula's Ice Mammoth Stomper",2014,"Legends Of Chima","",604,6,"http://www.1000steine.com/brickset/images/70145-1.jpg",69.99,89.99,109.99,79.99,"Box","Retail"
"70146","Flying Phoenix Fire Temple",2014,"Legends Of Chima","",1301,7,"http://www.1000steine.com/brickset/images/70146-1.jpg",89.99,119.99,139.99,119.99,"Box","Retail"
"70147","Sir Fangar's Ice Fortress",2014,"Legends Of Chima","",670,5,"http://www.1000steine.com/brickset/images/70147-1.jpg",59.99,69.99,89.99,69.99,"Box","Retail"
"70149","Scorching Blades",2014,"Legends Of Chima","Speedorz",77,1,"http://www.1000steine.com/brickset/images/70149-1.jpg",9.99,12.99,17.99,14.99,"Box with backing card","Retail"
"70150","Flaming Claws",2014,"Legends Of Chima","Speedorz",74,1,"http://www.1000steine.com/brickset/images/70150-1.jpg",9.99,12.99,17.99,14.99,"Box with backing card","Retail"
"70151","Frozen Spikes",2014,"Legends Of Chima","Speedorz",77,1,"http://www.1000steine.com/brickset/images/70151-1.jpg",9.99,12.99,17.99,14.99,"Box with backing card","Retail"
"70155","Inferno Pit",2014,"Legends Of Chima","Speedorz",74,1,"http://www.1000steine.com/brickset/images/70155-1.jpg",9.99,12.99,17.99,14.99,"Box with backing card","Retail"
"70156","Fire vs. Ice",2014,"Legends Of Chima","Speedorz",102,2,"http://www.1000steine.com/brickset/images/70156-1.jpg",14.99,19.99,24.99,19.99,"Box with backing card","Retail"
"70160","Riverside Raid",2014,"Agents","Ultra Agents",88,2,"http://www.1000steine.com/brickset/images/70160-1.jpg",9.99,11.99,15.99,9.99,"Box","Retail"
"70161","Tremor Track Infiltration",2014,"Agents","Ultra Agents",241,2,"http://www.1000steine.com/brickset/images/70161-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"70162","Infearno Interception",2014,"Agents","Ultra Agents",313,2,"http://www.1000steine.com/brickset/images/70162-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"70163","Toxikita's Toxic Meltdown",2014,"Agents","Ultra Agents",429,4,"http://www.1000steine.com/brickset/images/70163-1.jpg",34.99,39.99,49.99,39.99,"Box","Retail"
"70164","Hurricane Heist",2014,"Agents","Ultra Agents",589,4,"http://www.1000steine.com/brickset/images/70164-1.jpg",49.99,69.99,89.99,59.99,"Box","Retail"
"70165","Ultra Agents Mission HQ",2014,"Agents","Ultra Agents",1060,5,"http://www.1000steine.com/brickset/images/70165-1.jpg",79.99,99.99,119.99,99.99,"Box","Retail"
"70206","CHI Laval",2014,"Legends Of Chima","Constraction",49,NA,"http://www.1000steine.com/brickset/images/70206-1.jpg",12.99,14.99,NA,14.99,"Foil pack","Retail"
"70207","CHI Cragger",2014,"Legends Of Chima","Constraction",58,NA,"http://www.1000steine.com/brickset/images/70207-1.jpg",12.99,14.99,NA,14.99,"Foil pack","Retail"
"70208","CHI Panthar",2014,"Legends Of Chima","Constraction",59,NA,"http://www.1000steine.com/brickset/images/70208-1.jpg",12.99,14.99,NA,14.99,"Foil pack","Retail"
"70209","CHI Mungus",2014,"Legends Of Chima","Constraction",64,NA,"http://www.1000steine.com/brickset/images/70209-1.jpg",NA,14.99,NA,NA,"Foil pack","Retail"
"70210","CHI Vardy",2014,"Legends Of Chima","Constraction",68,NA,"http://www.1000steine.com/brickset/images/70210-1.jpg",12.99,14.99,NA,14.99,"Foil pack","Retail"
"70211","CHI Fluminox",2014,"Legends Of Chima","Constraction",91,NA,"http://www.1000steine.com/brickset/images/70211-1.jpg",17.99,19.99,NA,19.99,"Foil pack","Retail"
"70212","CHI Sir Fangar",2014,"Legends Of Chima","Constraction",97,NA,"http://www.1000steine.com/brickset/images/70212-1.jpg",17.99,19.99,NA,19.99,"Foil pack","Retail"
